,Mana,DBFLD,Name,Rarity,Card Set,Class,N,G,W1,W2,Type,Tribe,ATK,HP,Card Text,Keywords,Format,Tier List,,#Rarity,#Collection,#Class,(N) P-Total,(N) U-Total,(N) Gold,Missing,Use W1?,Use W2?,1-W1,1-W2,W-Total,(G) P-Total,(G) U-Total,(G) Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,39700,Ethereal Peddler,Rare,Kara,Rogue,2,0,30%,30%,Minion,,5,6,"Battlecry: If you're holding any cards from another class, reduce their Cost by (2).",Battlecry,Wild,FALSE,,2,8,6,2,1,0,0,FALSE,FALSE,70%,70%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,39374,Onyx Bishop,Rare,Kara,Priest,2,0,45%,45%,Minion,,3,4,Battlecry: Summon a friendly minion that died this game.,Battlecry,Wild,FALSE,,2,8,5,2,1,0,0,FALSE,FALSE,55%,55%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,39210,Book Wyrm,Rare,Kara,Neutral,2,0,65%,65%,Minion,Dragon,3,6,"Battlecry: If you're holding a Dragon, destroy an enemy minion with 3 or less Attack.",Battlecry,Wild,FALSE,,2,8,10,2,1,0,0,FALSE,FALSE,35%,35%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,39439,Ivory Knight,Rare,Kara,Paladin,2,0,40%,40%,Minion,,4,4,Battlecry: Discover a spell. Restore Health to your hero equal to its Cost.,Battlecry,Wild,FALSE,,2,8,4,2,1,0,0,FALSE,FALSE,60%,60%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,39465,Moat Lurker,Rare,Kara,Neutral,2,0,15%,15%,Minion,,3,3,Battlecry: Destroy a minion. Deathrattle: Resummon it.,Battlecry; Deathrattle,Wild,FALSE,,2,8,10,2,1,0,0,FALSE,FALSE,85%,85%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,39714,Moonglade Portal,Rare,Kara,Druid,2,0,45%,40%,Spell,,,,Restore 6 Health. Summon a random 6-Cost minion.,,Wild,FALSE,,2,8,1,2,1,0,0,FALSE,FALSE,55%,60%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12,39426,Arcane Giant,Epic,Kara,Neutral,2,0,90%,90%,Minion,,8,8,Costs (1) less for each spell you've cast this game.,,Wild,FALSE,,3,8,10,2,1,0,0,FALSE,FALSE,10%,10%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,39453,Moroes,Legendary,Kara,Neutral,1,0,15%,,Minion,,1,1,"Stealth At the end of your turn, summon a 1/1 Steward.",Stealth,Wild,FALSE,,4,8,10,1,1,0,0,FALSE,FALSE,85%,100%,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,39941,Barnes,Legendary,Kara,Neutral,1,0,55%,,Minion,,3,4,Battlecry: Summon a 1/1 copy of a random minion in your deck.,Battlecry,Wild,FALSE,,4,8,10,1,1,0,0,FALSE,FALSE,45%,100%,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,39840,Prince Malchezaar,Legendary,Kara,Neutral,1,0,10%,,Minion,Demon,5,6,Start of Game: Add 5 extra Legendary minions to your deck.,Start of Game,Wild,FALSE,,4,8,10,1,1,0,0,FALSE,FALSE,90%,100%,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,39225,The Curator,Legendary,Kara,Neutral,1,0,70%,,Minion,Mech,4,6,"Taunt Battlecry: Draw a Beast, Dragon, and Murloc from your deck.",Battlecry; Taunt,Wild,FALSE,,4,8,10,1,1,0,0,FALSE,FALSE,30%,100%,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,39841,"Medivh, the Guardian",Legendary,Kara,Neutral,1,0,80%,,Minion,,7,7,"Battlecry: Equip Atiesh, Greatstaff of the Guardian.",Battlecry,Wild,FALSE,,4,8,10,1,1,0,0,FALSE,FALSE,20%,100%,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,38391,Bladed Cultist,Common,ToG,Rogue,2,0,25%,25%,Minion,,1,2,Combo: Gain +1/+1.,Combo,Wild,FALSE,,1,7,6,2,1,0,0,FALSE,FALSE,75%,75%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,38749,Divine Strength,Common,ToG,Paladin,2,0,21%,21%,Spell,,,,Give a minion +1/+2.,,Wild,FALSE,,1,7,4,2,1,0,0,FALSE,FALSE,79%,79%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,38584,Fiery Bat,Common,ToG,Hunter,2,0,70%,55%,Minion,Beast,2,1,Deathrattle: Deal 1 damage to a random enemy.,Deathrattle,Wild,FALSE,,1,7,2,2,1,0,0,FALSE,FALSE,30%,45%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,38914,N'Zoth's First Mate,Common,ToG,Warrior,2,0,100%,100%,Minion,Pirate,1,1,Battlecry: Equip a 1/3 Rusty Hook.,Battlecry,Wild,FALSE,,1,7,9,2,1,0,0,FALSE,FALSE,0%,0%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,38377,On the Hunt,Common,ToG,Hunter,2,0,20%,20%,Spell,,,,Deal 1 damage. Summon a 1/1 Mastiff.,,Wild,FALSE,,1,7,2,2,1,0,0,FALSE,FALSE,80%,80%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,38774,Possessed Villager,Common,ToG,Warlock,2,0,65%,65%,Minion,,1,1,Deathrattle: Summon a 1/1 Shadowbeast.,Deathrattle,Wild,FALSE,,1,7,8,2,1,0,0,FALSE,FALSE,35%,35%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,38262,Primal Fusion,Common,ToG,Shaman,2,0,55%,55%,Spell,,,,Give a minion +1/+1 for each of your Totems.,,Wild,FALSE,,1,7,7,2,1,0,0,FALSE,FALSE,45%,45%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,38532,Tentacle of N'Zoth,Common,ToG,Neutral,2,0,15%,15%,Minion,,1,1,Deathrattle: Deal 1 damage to all minions.,Deathrattle,Wild,FALSE,,1,7,10,2,1,0,0,FALSE,FALSE,85%,85%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,38541,Zealous Initiate,Common,ToG,Neutral,2,0,20%,20%,Minion,,1,1,Deathrattle: Give a random friendly minion +1/+1.,Deathrattle,Wild,FALSE,,1,7,10,2,1,0,0,FALSE,FALSE,80%,80%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,38913,A Light in the Darkness,Common,ToG,Paladin,2,0,25%,25%,Spell,,,,Discover a minion. Give it +1/+1.,,Wild,FALSE,,1,7,4,2,1,0,0,FALSE,FALSE,75%,75%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,38859,Beckoner of Evil,Common,ToG,Neutral,2,0,50%,50%,Minion,,2,3,Battlecry: Give your C'Thun +2/+2 (wherever it is).,Battlecry; C'Thun,Wild,FALSE,,1,7,10,2,1,0,0,FALSE,FALSE,50%,50%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,38538,Bilefin Tidehunter,Common,ToG,Neutral,2,0,55%,55%,Minion,Murloc,2,1,Battlecry: Summon a 1/1 Ooze with Taunt.,Battlecry,Wild,FALSE,,1,7,10,2,1,0,0,FALSE,FALSE,45%,45%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,39002,Duskboar,Common,ToG,Neutral,2,0,0%,0%,Minion,Beast,4,1,,,Wild,FALSE,,1,7,10,2,1,0,0,FALSE,FALSE,100%,100%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,38337,Mark of Y'Shaarj,Common,ToG,Druid,2,0,90%,90%,Spell,,,,"Give a minion +2/+2. If it's a Beast, draw a card.",,Wild,FALSE,,1,7,1,2,1,0,0,FALSE,FALSE,10%,10%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,38407,Shatter,Common,ToG,Mage,2,0,5%,0%,Spell,,,,Destroy a Frozen minion.,,Wild,FALSE,,1,7,3,2,1,0,0,FALSE,FALSE,95%,100%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,38724,Stormcrack,Common,ToG,Shaman,2,0,28%,28%,Spell,,,,Deal 4 damage to a minion. Overload: (1),Overload,Wild,FALSE,,1,7,7,2,1,0,0,FALSE,FALSE,72%,72%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,38864,Twilight Geomancer,Common,ToG,Neutral,2,0,0%,0%,Minion,,1,4,Taunt Battlecry: Give your C'Thun Taunt (wherever it is).,Battlecry; C'Thun; Taunt,Wild,FALSE,,1,7,10,2,1,0,0,FALSE,FALSE,100%,100%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,38781,Twisted Worgen,Common,ToG,Neutral,2,0,0%,0%,Minion,,3,1,Stealth,Stealth,Wild,FALSE,,1,7,10,2,1,0,0,FALSE,FALSE,100%,100%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,38782,Am'gam Rager,Common,ToG,Neutral,2,0,5%,5%,Minion,,1,5,,,Wild,FALSE,,1,7,10,2,1,0,0,FALSE,FALSE,95%,95%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,38985,Carrion Grub,Common,ToG,Hunter,2,0,30%,30%,Minion,Beast,2,5,,,Wild,FALSE,,1,7,2,2,1,0,0,FALSE,FALSE,70%,70%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,38452,Darkshire Councilman,Common,ToG,Warlock,2,0,55%,55%,Minion,,1,5,"After you summon a minion,  gain +1 Attack.",,Wild,FALSE,,1,7,8,2,1,0,0,FALSE,FALSE,45%,45%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,38334,Feral Rage,Common,ToG,Druid,2,0,70%,70%,Spell,,,,Choose One - Give your hero +4 Attack this turn; or Gain 8 Armor.,Choose One,Wild,FALSE,,1,7,1,2,1,0,0,FALSE,FALSE,30%,30%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,38530,Ravaging Ghoul,Common,ToG,Warrior,2,0,90%,90%,Minion,,3,3,Battlecry: Deal 1 damage to all other minions.,Battlecry,Wild,FALSE,,1,7,9,2,1,0,0,FALSE,FALSE,10%,10%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,38578,Shadow Strike,Common,ToG,Rogue,2,0,80%,80%,Spell,,,,Deal 5 damage to an undamaged character.,,Wild,FALSE,,1,7,6,2,1,0,0,FALSE,FALSE,20%,20%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,38797,Spawn of N'Zoth,Common,ToG,Neutral,2,0,20%,20%,Minion,,2,2,Deathrattle: Give your minions +1/+1.,Deathrattle,Wild,FALSE,,1,7,10,2,1,0,0,FALSE,FALSE,80%,80%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,39003,Squirming Tentacle,Common,ToG,Neutral,2,0,20%,20%,Minion,,2,4,Taunt,Taunt,Wild,FALSE,,1,7,10,2,1,0,0,FALSE,FALSE,80%,80%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,38868,Twilight Elder,Common,ToG,Neutral,2,0,25%,25%,Minion,,3,4,"At the end of your turn, give your C'Thun +1/+1 (wherever it is).",C'Thun,Wild,FALSE,,1,7,10,2,1,0,0,FALSE,FALSE,75%,75%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,38409,Twilight Flamecaller,Common,ToG,Mage,2,0,25%,10%,Minion,,2,2,Battlecry: Deal 1 damage to all enemy minions.,Battlecry,Wild,FALSE,,1,7,3,2,1,0,0,FALSE,FALSE,75%,90%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,38531,Aberrant Berserker,Common,ToG,Neutral,2,0,20%,20%,Minion,,3,5,Has +2 Attack while damaged.,Enrage,Wild,FALSE,,1,7,10,2,1,0,0,FALSE,FALSE,80%,80%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,38738,Bloodhoof Brave,Common,ToG,Warrior,2,0,40%,40%,Minion,,2,6,Taunt Has +3 Attack while damaged.,Enrage; Taunt,Wild,FALSE,,1,7,9,2,1,0,0,FALSE,FALSE,60%,60%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,38863,C'Thun's Chosen,Common,ToG,Neutral,2,0,25%,25%,Minion,,4,2,Divine Shield Battlecry: Give your C'Thun +2/+2 (wherever it is).,Battlecry; Divine Shield; C'Thun,Wild,FALSE,,1,7,10,2,1,0,0,FALSE,FALSE,75%,75%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,38408,Evolved Kobold,Common,ToG,Neutral,2,0,20%,20%,Minion,,2,2,Spell Damage +2,Spell Damage,Wild,FALSE,,1,7,10,2,1,0,0,FALSE,FALSE,80%,80%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,38263,Flamewreathed Faceless,Common,ToG,Shaman,2,0,40%,40%,Minion,,7,7,Overload: (2),Overload,Wild,FALSE,,1,7,7,2,1,0,0,FALSE,FALSE,60%,60%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,39033,Hooded Acolyte,Common,ToG,Priest,2,0,30%,30%,Minion,,3,6,"Whenever a character is healed, give your C'Thun +1/+1 (wherever it is).",C'Thun,Wild,FALSE,,1,7,5,2,1,0,0,FALSE,FALSE,70%,70%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,38784,Infested Tauren,Common,ToG,Neutral,2,0,25%,25%,Minion,,2,3,Taunt Deathrattle: Summon a 2/2 Slime.,Deathrattle; Taunt,Wild,FALSE,,1,7,10,2,1,0,0,FALSE,FALSE,75%,75%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,38961,Polluted Hoarder,Common,ToG,Neutral,2,0,20%,20%,Minion,,4,2,Deathrattle: Draw a card.,Deathrattle,Wild,FALSE,,1,7,10,2,1,0,0,FALSE,FALSE,80%,80%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,38825,Southsea Squidface,Common,ToG,Rogue,2,0,25%,25%,Minion,Pirate,4,4,Deathrattle: Give your weapon +2 Attack.,Deathrattle,Wild,FALSE,,1,7,6,2,1,0,0,FALSE,FALSE,75%,75%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,38888,Cult Apothecary,Common,ToG,Neutral,2,0,25%,25%,Minion,,4,4,"Battlecry: For each enemy minion, restore 2 Health to your hero.",Battlecry,Wild,FALSE,,1,7,10,2,1,0,0,FALSE,FALSE,75%,75%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,38764,Darkshire Alchemist,Common,ToG,Priest,2,0,35%,35%,Minion,,4,5,Battlecry: Restore 5 Health.,Battlecry,Wild,FALSE,,1,7,5,2,1,0,0,FALSE,FALSE,65%,65%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,38426,Power Word: Tentacles,Common,ToG,Priest,2,0,5%,5%,Spell,,,,Give a minion +2/+6.,,Wild,FALSE,,1,7,5,2,1,0,0,FALSE,FALSE,95%,95%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,38526,Psych-o-Tron,Common,ToG,Neutral,2,0,30%,30%,Minion,Mech,3,4,Taunt Divine Shield,Divine Shield; Taunt,Wild,FALSE,,1,7,10,2,1,0,0,FALSE,FALSE,70%,70%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,38843,Stand Against Darkness,Common,ToG,Paladin,2,0,32%,32%,Spell,,,,Summon five 1/1 Silver Hand Recruits.,,Wild,FALSE,,1,7,4,2,1,0,0,FALSE,FALSE,68%,68%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,38898,Usher of Souls,Common,ToG,Warlock,2,0,30%,30%,Minion,,5,6,"Whenever a friendly minion dies, give your C'Thun +1/+1 (wherever it is).",C'Thun,Wild,FALSE,,1,7,8,2,1,0,0,FALSE,FALSE,70%,70%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,38882,Dark Arakkoa,Common,ToG,Druid,2,0,45%,35%,Minion,,5,7,Taunt Battlecry: Give your C'Thun +3/+3 (wherever it is).,Battlecry; C'Thun; Taunt,Wild,FALSE,,1,7,1,2,1,0,0,FALSE,FALSE,55%,65%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,38725,Faceless Summoner,Common,ToG,Mage,2,0,40%,40%,Minion,,5,5,Battlecry: Summon a random 3-Cost minion.,Battlecry,Wild,FALSE,,1,7,3,2,1,0,0,FALSE,FALSE,60%,60%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,38517,Nerubian Prophet,Common,ToG,Neutral,2,0,15%,15%,Minion,,4,4,"At the start of your turn, reduce this card's Cost by (1).",,Wild,FALSE,,1,7,10,2,1,0,0,FALSE,FALSE,85%,85%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,38534,Bog Creeper,Common,ToG,Neutral,2,0,40%,40%,Minion,,6,8,Taunt,Taunt,Wild,FALSE,,1,7,10,2,1,0,0,FALSE,FALSE,60%,60%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,38533,Grotesque Dragonhawk,Common,ToG,Neutral,2,0,15%,15%,Minion,Beast,5,5,Windfury,Windfury,Wild,FALSE,,1,7,10,2,1,0,0,FALSE,FALSE,85%,85%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,38522,Eldritch Horror,Common,ToG,Neutral,2,0,20%,20%,Minion,,6,10,,,Wild,FALSE,,1,7,10,2,1,0,0,FALSE,FALSE,80%,80%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,38521,Faceless Behemoth,Common,ToG,Neutral,2,0,10%,10%,Minion,,10,10,,,Wild,FALSE,,1,7,10,2,1,0,0,FALSE,FALSE,90%,90%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,38454,Forbidden Ritual,Rare,ToG,Warlock,2,0,35%,35%,Spell,,,,Spend all your Mana. Summon that many 1/1 Tentacles.,,Wild,FALSE,,2,7,8,2,1,0,0,FALSE,FALSE,65%,65%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,38918,Blood To Ichor,Rare,ToG,Warrior,2,0,35%,35%,Spell,,,,"Deal 1 damage to a minion. If it survives, summon a 2/2 Slime.",,Wild,FALSE,,2,7,9,2,1,0,0,FALSE,FALSE,65%,65%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,38266,Evolve,Rare,ToG,Shaman,2,0,70%,70%,Spell,,,,Transform your minions into random minions that cost (1) more.,,Wild,FALSE,,2,7,7,2,1,0,0,FALSE,FALSE,30%,30%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,38393,Journey Below,Rare,ToG,Rogue,2,0,40%,40%,Spell,,,,Discover a Deathrattle card.,,Wild,FALSE,,2,7,6,2,1,0,0,FALSE,FALSE,60%,60%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,38740,Selfless Hero,Rare,ToG,Paladin,2,0,25%,25%,Minion,,2,1,Deathrattle: Give a random friendly minion Divine Shield.,Deathrattle,Wild,FALSE,,2,7,4,2,1,0,0,FALSE,FALSE,75%,75%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,38900,Cult Sorcerer,Rare,ToG,Mage,2,0,40%,40%,Minion,,3,2,"Spell Damage +1 After you cast a spell, give your C'Thun +1/+1 (wherever it is).",C'Thun; Spell Damage,Wild,FALSE,,2,7,3,2,1,0,0,FALSE,FALSE,60%,60%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,38447,Darkshire Librarian,Rare,ToG,Warlock,2,0,55%,55%,Minion,,3,2,Battlecry: Discard a random card. Deathrattle: Draw a card.,Battlecry; Deathrattle,Wild,FALSE,,2,7,8,2,1,0,0,FALSE,FALSE,45%,45%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,39026,Undercity Huckster,Rare,ToG,Rogue,2,0,45%,45%,Minion,,2,2,Deathrattle: Add a random card to your hand (from your opponent's class).,Deathrattle,Wild,FALSE,,2,7,6,2,1,0,0,FALSE,FALSE,55%,55%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,38916,Addled Grizzly,Rare,ToG,Druid,2,0,5%,5%,Minion,Beast,2,2,"After you summon a minion, give it +1/+1.",,Wild,FALSE,,2,7,1,2,1,0,0,FALSE,FALSE,95%,95%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,38920,Bloodsail Cultist,Rare,ToG,Warrior,2,0,90%,90%,Minion,Pirate,3,4,"Battlecry: If you control another Pirate, give your weapon +1/+1.",Battlecry,Wild,FALSE,,2,7,9,2,1,0,0,FALSE,FALSE,10%,10%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,38547,Disciple of C'Thun,Rare,ToG,Neutral,2,0,30%,30%,Minion,,2,1,Battlecry: Deal 2 damage. Give your C'Thun +2/+2 (wherever it is).,Battlecry; C'Thun,Wild,FALSE,,2,7,10,2,1,0,0,FALSE,FALSE,70%,70%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,38875,Forlorn Stalker,Rare,ToG,Hunter,2,0,15%,15%,Minion,,4,2,Battlecry: Give all Deathrattle minions in your hand +1/+1.,Battlecry,Wild,FALSE,,2,7,2,2,1,0,0,FALSE,FALSE,85%,85%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,38329,Infest,Rare,ToG,Hunter,2,0,5%,5%,Spell,,,,"Give your minions ""Deathrattle: Add a random Beast to your hand.""",,Wild,FALSE,,2,7,2,2,1,0,0,FALSE,FALSE,95%,95%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,38745,Rallying Blade,Rare,ToG,Paladin,2,0,90%,35%,Weapon,,3,,Battlecry: Give +1/+1 to your minions with Divine Shield.,Battlecry,Wild,FALSE,,2,7,4,2,1,0,0,FALSE,FALSE,10%,65%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,38304,Silithid Swarmer,Rare,ToG,Neutral,2,0,20%,20%,Minion,Beast,3,5,Can only attack if your hero attacked this turn.,,Wild,FALSE,,2,7,10,2,1,0,0,FALSE,FALSE,80%,80%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,38456,Spreading Madness,Rare,ToG,Warlock,2,0,5%,5%,Spell,,,,Deal 9 damage randomly split among ALL characters.,,Wild,FALSE,,2,7,8,2,1,0,0,FALSE,FALSE,95%,95%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,38911,Steward of Darkshire,Rare,ToG,Paladin,2,0,80%,80%,Minion,,3,3,"Whenever you summon a 1-Health minion, give it Divine Shield.",,Wild,FALSE,,2,7,4,2,1,0,0,FALSE,FALSE,20%,20%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,38960,Blackwater Pirate,Rare,ToG,Neutral,2,0,15%,15%,Minion,Pirate,2,5,Your weapons cost (2) less.,,Wild,FALSE,,2,7,10,2,1,0,0,FALSE,FALSE,85%,85%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,38412,Demented Frostcaller,Rare,ToG,Mage,2,0,15%,15%,Minion,,2,4,"After you cast a spell, Freeze a random enemy.",,Wild,FALSE,,2,7,3,2,1,0,0,FALSE,FALSE,85%,85%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,38792,Eater of Secrets,Rare,ToG,Neutral,2,0,55%,0%,Minion,,2,4,Battlecry: Destroy all enemy Secrets. Gain +1/+1 for each.,Battlecry,Wild,FALSE,,2,7,10,2,1,0,0,FALSE,FALSE,45%,100%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,38734,Infested Wolf,Rare,ToG,Hunter,2,0,60%,60%,Minion,Beast,3,3,Deathrattle: Summon two 1/1 Spiders.,Deathrattle,Wild,FALSE,,2,7,2,2,1,0,0,FALSE,FALSE,40%,40%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,38621,Klaxxi Amber-Weaver,Rare,ToG,Druid,2,0,20%,20%,Minion,,4,5,"Battlecry: If your C'Thun has at least 10 Attack, gain +5 Health.",Battlecry; C'Thun,Wild,FALSE,,2,7,1,2,1,0,0,FALSE,FALSE,80%,80%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,39008,Master of Evolution,Rare,ToG,Shaman,2,0,40%,40%,Minion,,4,5,Battlecry: Transform a friendly minion into a random one that costs (1) more.,Battlecry,Wild,FALSE,,2,7,7,2,1,0,0,FALSE,FALSE,60%,60%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
